Category,PTG,PT,Required,Optional,ConRequ
Home,All Coffee and Tea Appliances & Accessories,Coffee & Espresso Maker Parts,Brand|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Volume Capacity|Assembled Product Height|Assembled Product Length|Assembled Product Width|Coffee and Espresso Maker Part Type|Count|Finish|Manufacturer|Manufacturer Part Number|Material|Model|Product Secondary Image URL,Color Category|Features|Occasion|Product Line|Sports League|Sports Team|Compatible Brands|Compatible Models|Items Included,
Home,All Coffee and Tea Appliances & Accessories,Matcha Tea Bowls & Whisks,Brand|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Volume Capacity|Count|Finish|Matcha Tea Bowl and Whisk Type|Material|Product Secondary Image URL,Color Category|Features|Occasion|Product Line|Sports League|Sports Team|Items Included|Pattern,
Home,All Coffee and Tea Appliances & Accessories,Milk Frothers & Steamers,Brand|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Volume Capacity|Assembled Product Height|Assembled Product Length|Assembled Product Width|Body Material|Finish|is Powered|Manufacturer|Manufacturer Part Number|Milk Frother and Steamer Type|Model|Product Secondary Image URL,Color Category|Features|Occasion|Product Line|Sports League|Sports Team,
Home,All Coffee and Tea Appliances & Accessories,Toddy Brewing Containers,Brand|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Volume Capacity|Assembled Product Height|Assembled Product Length|Assembled Product Width|Body Material|Count|Product Secondary Image URL,Color Category|Features|Occasion|Product Line|Sports League|Sports Team|Compatible Brands|Compatible Models,
Home,All Coffee and Tea Appliances & Accessories,Air Press Coffee Makers,Brand|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Air Press Coffee Maker Type|Assembled Product Length|Assembled Product Width|Body Material|Finish|Model|Number of Cups|Recommended Use|Product Secondary Image URL,Color Category|Features|Occasion|Product Line|Sports League|Sports Team|Items Included,
Home,All Coffee and Tea Appliances & Accessories,Coffee & Tea Urns,Brand|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Assembled Product Height|Assembled Product Length|Assembled Product Width|Body Material|Coffee and Tea Urn Type|Finish|is Powered|Model|Number of Cups|Recommended Use|Product Secondary Image URL,Color Category|Features|Occasion|Product Line|Sports League|Sports Team,
Home,All Coffee and Tea Appliances & Accessories,Coffee Decanters,Brand|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Assembled Product Height|Assembled Product Length|Assembled Product Width|Body Material|Coffee Decanter Type|Model|Number of Cups|Recommended Use|Product Secondary Image URL,Color Category|Features|Occasion|Product Line|Sports League|Sports Team,
Home,All Coffee and Tea Appliances & Accessories,Coffee Drippers,Brand|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Assembled Product Height|Assembled Product Length|Assembled Product Width|Coffee Dripper Type|Count|Finish|Material|Product Secondary Image URL,Color Category|Features|Occasion|Product Line|Sports League|Sports Team|Items Included,
Home,All Coffee and Tea Appliances & Accessories,Coffee French Presses,Brand|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Assembled Product Height|Assembled Product Length|Assembled Product Width|Body Material|Coffee French Press Type|Finish|Model|Number of Cups|Product Secondary Image URL,Color Category|Features|Occasion|Product Line|Sports League|Sports Team|Items Included,
Home,All Coffee and Tea Appliances & Accessories,Coffee Grinders,Brand|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Assembled Product Height|Assembled Product Length|Assembled Product Width|Body Material|Finish|Food Grinder and Mill Type|is Powered|Model|Product Secondary Image URL,Color Category|Features|Occasion|Product Line|Sports League|Sports Team|Watts,
Home,All Coffee and Tea Appliances & Accessories,Coffee Percolators,Brand|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Assembled Product Height|Assembled Product Length|Assembled Product Width|Body Material|Coffee Percolator Type|Finish|is Powered|Model|Number of Cups|Product Secondary Image URL,Color Category|Features|Occasion|Product Line|Sports League|Sports Team,
Home,All Coffee and Tea Appliances & Accessories,Drip Coffee Makers,Brand|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Assembled Product Height|Assembled Product Length|Assembled Product Width|Assembled Product Width|Body Material|Drip Coffee Maker Type|Finish|is Powered|Model|Number of Cups|Product Secondary Image URL,Color Category|Features|Occasion|Product Line|Sports League|Sports Team,
Home,All Coffee and Tea Appliances & Accessories,Espresso Machine & Coffee-Maker Combos,Brand|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Assembled Product Height|Assembled Product Length|Assembled Product Width|Body Material|Espresso Machine and Coffee-Maker Combo Type|Finish|Model|Number of Cups|Pressure Rating|Recommended Use|Product Secondary Image URL,Color Category|Features|Occasion|Product Line|Sports League|Sports Team,
Home,All Coffee and Tea Appliances & Accessories,Espresso Machine Filter Baskets,Brand|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Assembled Product Height|Case Material|Count|Espresso Machine Filter Basket Type|Finish|Handle Material|Interior Diameter|Manufacturer|Manufacturer Part Number|Product Secondary Image URL,Color Category|Features|Occasion|Product Line|Sports League|Sports Team|Items Included,
Home,All Coffee and Tea Appliances & Accessories,Espresso Machines,Brand|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Assembled Product Height|Assembled Product Length|Assembled Product Width|Body Material|Espresso Machine Type|Finish|is Powered|Model|Pressure Rating|Recommended Use|Product Secondary Image URL,Color Category|Features|Occasion|Product Line|Sports League|Sports Team|Items Included,
Home,All Coffee and Tea Appliances & Accessories,Espresso Tampers,Brand|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Assembled Product Height|Assembled Product Length|Assembled Product Width|Base Diameter|Base Material|Count|Espresso Tamper Type|Finish|Handle Material|Model|Product Secondary Image URL,Color Category|Features|Occasion|Product Line|Sports League|Sports Team,
Home,All Coffee and Tea Appliances & Accessories,Iced Tea Machines,Brand|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Assembled Product Height|Assembled Product Length|Assembled Product Width|Body Material|Finish|Iced Tea Machine Type|is Portable|Model|Number of Cups|Product Secondary Image URL,Color Category|Features|Occasion|Product Line|Sports League|Sports Team|Items Included,
Home,All Coffee and Tea Appliances & Accessories,Single-Serve Brewers,Brand|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Assembled Product Height|Assembled Product Length|Assembled Product Width|Body Material|Finish|Model|Number of Cups|Single-Serve Brewer Type|Product Secondary Image URL,Color Category|Features|Occasion|Product Line|Sports League|Sports Team|Items Included,
Home,All Coffee and Tea Appliances & Accessories,Tea Storage Boxes,Brand|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Assembled Product Height|Assembled Product Length|Assembled Product Width|Case Material|Count|Finish|Number of Compartments|Tea Storage Box Type|Product Secondary Image URL,Color Category|Features|Occasion|Product Line|Sports League|Sports Team,
Home,All Coffee and Tea Appliances & Accessories,Teapots,Brand|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Assembled Product Height|Assembled Product Length|Assembled Product Width|Body Material|Count|Finish|Model|Number of Cups|Teapot Type|Product Secondary Image URL,Color Category|Features|Occasion|Product Line|Sports League|Sports Team|Items Included|Pattern,
Home,All Coffee and Tea Appliances & Accessories,Toddy Cold Brew Systems,Brand|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Assembled Product Height|Assembled Product Length|Assembled Product Width|Body Material|Finish|Model|Number of Cups|Recommended Use|Toddy Cold Brew System Type|Product Secondary Image URL,Color Category|Features|Occasion|Product Line|Sports League|Sports Team|Items Included,
Home,All Coffee and Tea Appliances & Accessories,Turkish Coffee Pots,Brand|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Assembled Product Height|Assembled Product Length|Assembled Product Width|Body Material|Count|Finish|Model|Number of Cups|Turkish Coffee Pot Type|Product Secondary Image URL,Color Category|Features|Occasion|Product Line|Sports League|Sports Team|Items Included,
Home,All Coffee and Tea Appliances & Accessories,Tea Ball Infusers,Brand|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Assembled Product Length|Count|Interior Diameter|Material|Tea Ball Infuser Type|Product Secondary Image URL,Color Category|Features|Occasion|Product Line|Sports League|Sports Team|Items Included,
Home,All Coffee and Tea Appliances & Accessories,Stovetop Coffee Siphons,Brand|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|is Assembly Required|Body Material|Finish|Model|Number of Cups|Recommended Use|Stovetop Coffee Siphon Type|Product Secondary Image URL,Color Category|Features|Occasion|Product Line|Sports League|Sports Team|Items Included,
Home,All Coffee and Tea Appliances & Accessories,Stovetop Espresso Pots,Brand|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Body Material|Finish|Model|Number of Cups|Stovetop Espresso Pot Type|Product Secondary Image URL,Color Category|Features|Occasion|Product Line|Sports League|Sports Team,
Home,All Coffee and Tea Appliances & Accessories,Tea Makers,Brand|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Body Material|Finish|is Powered|Model|Number of Cups|Tea Maker Type|Product Secondary Image URL,Color Category|Features|Occasion|Product Line|Sports League|Sports Team|Items Included|Items Included|Items Included,
Home,All Coffee and Tea Appliances & Accessories,Coffee Maker Cleaning Products,Brand|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Cleanser Form|Coffee Maker Cleaning Product Type|Count|Count|Product Secondary Image URL,Color Category|Features|Occasion|Product Line|Sports League|Sports Team|Items Included,
Home,All Coffee and Tea Appliances & Accessories,Coffee Filters,Brand|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Coffee Filter Type|Count|Material|Product Secondary Image URL,Color Category|Features|Occasion|Product Line|Sports League|Sports Team,
Home,All Coffee and Tea Appliances & Accessories,Coffee Maker Carafe Lids,Brand|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Coffee Maker Carafe Lid Type|Finish|Manufacturer|Manufacturer Part Number|Material|Model|Product Secondary Image URL,Color Category|Features|Occasion|Product Line|Sports League|Sports Team|Compatible Brands|Compatible Models,
Home,All Coffee and Tea Appliances & Accessories,Tea Cozies,Brand|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Color|Count|Fabric Content|is Handmade|Product Secondary Image URL,Color Category|Features|Occasion|Product Line|Sports League|Sports Team|Pattern,
Home,All Coffee and Tea Appliances & Accessories,Espresso Machine Backflush Inserts,Brand|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Count|Espresso Machine Backflush Insert Type|Finish|Interior Diameter|Material|Product Secondary Image URL,Color Category|Features|Occasion|Product Line|Sports League|Sports Team|Compatible Brands|Compatible Models,
Home,All Coffee and Tea Appliances & Accessories,Stovetop Espresso Pot Replacement Gaskets & Filters,Brand|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Count|Manufacturer|Manufacturer Part Number|Material|Stovetop Espresso Pot Replacement Gasket and Filter Type|Product Secondary Image URL,Color Category|Features|Occasion|Product Line|Sports League|Sports Team|Compatible Brands|Compatible Models,
Home,All Coffee and Tea Appliances & Accessories,Toddy Decanter Lids,Brand|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Count|Manufacturer|Manufacturer Part Number|Material|Model|Product Secondary Image URL,Color Category|Features|Occasion|Product Line|Sports League|Sports Team|Compatible Brands|Compatible Models,
Home,All Coffee and Tea Appliances & Accessories,Toddy Replacement Filters,Brand|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Count|Manufacturer|Manufacturer Part Number|Material|Model|Toddy Replacement Filter Type|Product Secondary Image URL,Color Category|Features|Occasion|Product Line|Sports League|Sports Team|Compatible Brands|Compatible Models,
Home,All Coffee and Tea Appliances & Accessories,Toddy Replacement Rubber Stoppers,Brand|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Count|Manufacturer|Manufacturer Part Number|Material|Model|Product Secondary Image URL,Color Category|Features|Occasion|Product Line|Sports League|Sports Team|Compatible Brands|Compatible Models,
Home,All Coffee and Tea Appliances & Accessories,French Press Replacement Filter Mesh,Brand|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Count|Diameter|Manufacturer|Manufacturer Part Number|Material|Product Secondary Image URL,Color Category|Features|Occasion|Product Line|Sports League|Sports Team,
Home,All Coffee and Tea Appliances & Accessories,Tea Bag Coasters,Brand|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Count|Finish|Material|Shape|Tea Bag Coaster Type|Product Secondary Image URL,Color Category|Features|Occasion|Product Line|Sports League|Sports Team|Pattern,
Home,All Coffee and Tea Appliances & Accessories,Tea Strainers,Brand|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Count|Depth|Tea Strainer Type|Product Secondary Image URL,Color Category|Features|Occasion|Product Line|Sports League|Sports Team|Items Included,
Home,All Coffee and Tea Appliances & Accessories,Teapot Warmers,Brand|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Count|Finish|Material|Teapot Warmer Type|Product Secondary Image URL,Color Category|Features|Occasion|Product Line|Sports League|Sports Team,
Home,All Coffee and Tea Appliances & Accessories,Rolling Pins,Brand|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type||Product Secondary Image URL,Color Category|Features|Occasion|Product Line|Sports League|Sports Team|Has Handle,
Home,All Lamps and Light Bulb Lighting & Light Fixtures,Desk Lamps,Brand|Color Category|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Age Group|Assembled Product Height|Assembled Product Length|Assembled Product Weight|Assembled Product Weight UOM|Assembled Product Width|Certifications and Claims|Count|Fixture Finish|Housing Material|Lamp Style|Light Bulb Type|Model|Number of Lights|Power Type|Shade Style|Switch Type|Product Secondary Image URL,Occasion|Product Line|Sports League|Sports Team|Features|General Standards and Certifications|Home Decor Style,Cord Length|Glass Style|Magnification|Shade Color|Shade Material
Home,All Lamps and Light Bulb Lighting & Light Fixtures,Floor Lamps,Brand|Color Category|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Age Group|Assembled Product Height|Assembled Product Length|Assembled Product Weight|Assembled Product Weight UOM|Assembled Product Width|Certifications and Claims|Count|Fixture Finish|Housing Material|Lamp Type|Light Bulb Type|Model|Number of Lights|Power Type|Recommended Location|Recommended Room|Shade Style|Switch Type|Product Secondary Image URL,Occasion|Product Line|Sports League|Sports Team|Character|Features|General Standards and Certifications|Home Decor Style|Pattern|Theme,Cord Length|Glass Style|Shade Color|Shade Material
Home,All Lamps and Light Bulb Lighting & Light Fixtures,Lamp Bases,Brand|Color Category|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Age Group|Assembled Product Height|Assembled Product Length|Assembled Product Weight|Assembled Product Weight UOM|Assembled Product Width|Certifications and Claims|Count|Fixture Finish|Housing Material|Model|Power Type|Switch Type|Product Secondary Image URL,Occasion|Product Line|Sports League|Sports Team|Character|Features|General Standards and Certifications|Home Decor Style|Pattern|Theme,Cord Length
Home,All Lamps and Light Bulb Lighting & Light Fixtures,Lamp Sets,Brand|Color Category|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Age Group|Assembled Product Height|Assembled Product Length|Assembled Product Weight|Assembled Product Weight UOM|Assembled Product Width|Certifications and Claims|Fixture Finish|Housing Material|Light Bulb Type|Model|Number of Lights|Piece Count|Power Type|Recommended Location|Recommended Room|Shade Style|Switch Type|Product Secondary Image URL,Occasion|Product Line|Sports League|Sports Team|Character|Features|General Standards and Certifications|Home Decor Style|Pattern|Theme,Cord Length|Glass Style|Shade Color|Shade Material
Home,All Lamps and Light Bulb Lighting & Light Fixtures,Lamp Shades,Brand|Color Category|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Age Group|Assembled Product Height|Assembled Product Length|Assembled Product Weight|Assembled Product Weight UOM|Assembled Product Width|Color|Count|Lamp Shade Fitter Type|Material|Model|Shape|Product Secondary Image URL,Occasion|Product Line|Sports League|Sports Team|Character|Home Decor Style|Pattern|Theme,
Home,All Lamps and Light Bulb Lighting & Light Fixtures,Lamps,Brand|Color Category|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Age Group|Assembled Product Height|Assembled Product Length|Assembled Product Weight|Assembled Product Weight UOM|Assembled Product Width|Certifications and Claims|Count|Fixture Finish|Housing Material|Lamp Style|Lamp Type|Light Bulb Type|Model|Number of Lights|Power Type|Recommended Location|Recommended Room|Shade Style|Switch Type|Product Secondary Image URL,Occasion|Product Line|Sports League|Sports Team|Character|Features|General Standards and Certifications|Home Decor Style|Theme,Cord Length|Glass Style|Shade Color|Shade Material
Home,All Lamps and Light Bulb Lighting & Light Fixtures,Table Lamps,Brand|Color Category|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Age Group|Assembled Product Height|Assembled Product Length|Assembled Product Weight|Assembled Product Weight UOM|Assembled Product Width|Certifications and Claims|Count|Fixture Finish|Housing Material|Light Bulb Type|Model|Number of Lights|Power Type|Recommended Location|Recommended Room|Shade Style|Switch Type|Product Secondary Image URL,Occasion|Product Line|Sports League|Sports Team|Character|Features|General Standards and Certifications|Home Decor Style|Pattern|Theme,Cord Length|Glass Style|Shade Color|Shade Material
Home,All Lamps and Light Bulb Lighting & Light Fixtures,Grow Lights,Brand|Color Category|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Assembled Product Height|Assembled Product Length|Assembled Product Weight|Assembled Product Weight UOM|Assembled Product Width|Brightness|Certifications and Claims|Color Temperature|Color Temperature Description|Count|Equivalent Wattage|Light Bulb Type|Model|Recommended Location|Recommended Use|Shape|Watts|Product Secondary Image URL,Occasion|Product Line|Sports League|Sports Team|Features|General Standards and Certifications,
Home,All Lamps and Light Bulb Lighting & Light Fixtures,Lamp Shade Fitters,Brand|Color Category|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Assembled Product Height|Assembled Product Length|Assembled Product Width|Count|Fixture Finish|Lamp Shade Fitter Type|Material|Model|Product Secondary Image URL,Occasion|Product Line|Sports League|Sports Team,
Home,All Lamps and Light Bulb Lighting & Light Fixtures,Light Bulb Changers,Brand|Color Category|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Assembled Product Height|Assembled Product Length|Assembled Product Weight|Assembled Product Weight UOM|Assembled Product Width|Count|Expandable|Light Bulb Changer Type|Material|Product Secondary Image URL,Occasion|Product Line|Sports League|Sports Team,Maximum Height|Minimum Height
Home,All Lamps and Light Bulb Lighting & Light Fixtures,Light Bulb Sockets & Extenders,Brand|Color Category|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Assembled Product Height|Assembled Product Length|Assembled Product Width|Count|Light Bulb Socket and Extender Type|Model|Product Secondary Image URL,Occasion|Product Line|Sports League|Sports Team,
Home,All Lamps and Light Bulb Lighting & Light Fixtures,Portable Work Lights,Brand|Color Category|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Assembled Product Height|Assembled Product Length|Assembled Product Weight|Assembled Product Weight UOM|Assembled Product Width|Brightness|Count|Expandable|Housing Material|Lamp Type|Light Bulb Type|Model|Mount Type|Number of Lights|Power Type|Recommended Location|Watts|Product Secondary Image URL,Occasion|Product Line|Sports League|Sports Team|Features|General Standards and Certifications,Cord Length|Maximum Height|Minimum Height
Home,All Lamps and Light Bulb Lighting & Light Fixtures,Ring Lights,Brand|Color Category|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Assembled Product Height|Assembled Product Length|Assembled Product Weight|Assembled Product Weight UOM|Assembled Product Width|Brightness|Color Temperature|Count|Diameter|Lamp Type|Light Bulb Type|Model|Power Type|Product Secondary Image URL,Occasion|Product Line|Sports League|Sports Team|Features|Items Included,Maximum Height|Minimum Height
Home,All Lamps and Light Bulb Lighting & Light Fixtures,Light Bulbs,Brand|Color Category|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Brightness|Certifications and Claims|Color Temperature|Color Temperature Description|Count Per Pack|Equivalent Wattage|Light Bulb Base Code|Light Bulb Base Design|Light Bulb Code|Light Bulb Color|Light Bulb Shape|Light Bulb Style|Light Bulb Type|Recommended Location|Recommended Use|Watts|Product Secondary Image URL,Occasion|Product Line|Sports League|Sports Team|Features|General Standards and Certifications,
Home,All Lamps and Light Bulb Lighting & Light Fixtures,Ring Lightsan,Brand|Color Category|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Expandable|Product Secondary Image URL,Occasion|Product Line|Sports League|Sports Team,
Home,All Novelty Lighting & Light Accessories,Detector Flashlights,Brand|Color Category|Count|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Assembled Product Height|Assembled Product Length|Assembled Product Weight|Assembled Product Width|Brightness|Housing Material|Light Bulb Type|Power Type|Product Secondary Image URL,Features|Occasion|Product Line|Sports League|Sports Team|Accessories Included|General Standards and Certifications,Battery Size|Cord Length
Home,All Novelty Lighting & Light Accessories,Night Lights,Brand|Color Category|Count|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Age Group|Assembled Product Height|Assembled Product Length|Assembled Product Width|Brightness|Color Temperature Description|Light Bulb Type|Night Light Type|Power Type|Recommended Location|Product Secondary Image URL,Features|Occasion|Product Line|Sports League|Sports Team|Character|General Standards and Certifications|Home Decor Style|Theme,Cord Length
Home,All Novelty Lighting & Light Accessories,Novelty Lighting,Brand|Color Category|Count|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Age Group|Assembled Product Height|Assembled Product Length|Assembled Product Weight|Assembled Product Width|Light Bulb Type|Material|Novelty Lighting Type|Power Type|Product Secondary Image URL,Features|Occasion|Product Line|Sports League|Sports Team|Character|General Standards and Certifications|Home Decor Style|Theme,Cord Length
Home,All Novelty Lighting & Light Accessories,Light Timers,Brand|Color Category|Count|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Amps|Assembled Product Height|Assembled Product Length|Assembled Product Weight|Assembled Product Width|Housing Material|Light Timer Type|Model|Power Type|Recommended Location|Recommended Use|Time Period|Volts|Watts|Product Secondary Image URL,Features|Occasion|Product Line|Sports League|Sports Team|General Standards and Certifications,Display Technology
Home,All Novelty Lighting & Light Accessories,Lighting Cables,Brand|Color Category|Count|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Amps|Assembled Product Weight|Cable Jacket Material|Cable Length|Color|Lighting Cable Type|Model|Recommended Location|Recommended Use|Volts|Watts|Wire Gauge|Product Secondary Image URL,Features|Occasion|Product Line|Sports League|Sports Team|General Standards and Certifications,
Home,All Novelty Lighting & Light Accessories,Book Lights,Brand|Color Category|Count|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Assembled Product Height|Assembled Product Length|Assembled Product Weight|Assembled Product Width|Book Light Type|Brightness|Housing Material|Light Bulb Type|Power Type|Product Secondary Image URL,Features|Occasion|Product Line|Sports League|Sports Team|General Standards and Certifications,Cord Length
Home,All Novelty Lighting & Light Accessories,Disco Lights,Brand|Color Category|Count|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Assembled Product Height|Assembled Product Length|Assembled Product Weight|Assembled Product Width|Lamp Type|Light Bulb Type|Material|Mount Type|Power Type|Recommended Location|Recommended Use|Product Secondary Image URL,Features|Occasion|Product Line|Sports League|Sports Team|General Standards and Certifications,Cord Length
Home,All Novelty Lighting & Light Accessories,Flameless Candles,Brand|Color Category|Count|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Assembled Product Height|Assembled Product Length|Assembled Product Width|Candle Type|Enclosure Color|Housing Material|Light Bulb Type|Power Type|Product Secondary Image URL,Features|Occasion|Product Line|Sports League|Sports Team|General Standards and Certifications|Home Decor Style|Scent|Text|Theme,Base Finish|Base Material|Container Material|Cord Length
Home,All Novelty Lighting & Light Accessories,Lava Lamps,Brand|Color Category|Count|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Assembled Product Height|Assembled Product Length|Assembled Product Weight|Assembled Product Width|Fixture Finish|Housing Material|Inlay Color|Light Bulb Type|Power Type|Surround Color|Product Secondary Image URL,Features|Occasion|Product Line|Sports League|Sports Team|General Standards and Certifications|Pattern|Theme,Cord Length
Home,All Novelty Lighting & Light Accessories,Light Ropes & Strings,Brand|Color Category|Count|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Assembled Product Height|Assembled Product Width|Brightness|Color Temperature|Color Temperature Description|Light Bulb Color|Light Bulb Type|Light Rope and String Type|Number of Light Bulbs|Power Type|Recommended Location|Rope Length|Product Secondary Image URL,Features|Occasion|Product Line|Sports League|Sports Team|General Standards and Certifications|Home Decor Style,Light Bulb Shape|Rope Color
Home,All Novelty Lighting & Light Accessories,Marquee Signs,Brand|Color Category|Count|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Assembled Product Height|Assembled Product Length|Assembled Product Weight|Assembled Product Width|Fixture Finish|Housing Material|Light Bulb Type|Number of Light Bulbs|Power Type|Recommended Location|Recommended Room|Recommended Use|Watts|Product Secondary Image URL,Features|Occasion|Product Line|Sports League|Sports Team|General Standards and Certifications|Home Decor Style|Text|Theme,Cord Length
Home,All Novelty Lighting & Light Accessories,Neon Signs,Brand|Color Category|Count|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Assembled Product Height|Assembled Product Length|Assembled Product Weight|Assembled Product Width|Light Bulb Type|Power Type|Recommended Location|Recommended Room|Recommended Use|Watts|Product Secondary Image URL,Features|Occasion|Product Line|Sports League|Sports Team|General Standards and Certifications|Home Decor Style|Text|Theme,Cord Length
Home,All Novelty Lighting & Light Accessories,Plasma Balls,Brand|Color Category|Count|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Assembled Product Height|Assembled Product Length|Assembled Product Weight|Assembled Product Width|Diameter|Housing Material|Media Color|Power Type|Product Secondary Image URL,Features|Occasion|Product Line|Sports League|Sports Team|General Standards and Certifications|Theme,Cord Length
Home,All Novelty Lighting & Light Accessories,Salt Lamps,Brand|Color Category|Count|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Assembled Product Height|Assembled Product Length|Assembled Product Weight|Assembled Product Width|Color|Lamp Type|Light Bulb Type|Power Type|Product Secondary Image URL,Features|Occasion|Product Line|Sports League|Sports Team|General Standards and Certifications|Home Decor Style|Theme,Cord Length
Home,All Novelty Lighting & Light Accessories,Stage Lights,Brand|Color Category|Count|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Assembled Product Height|Assembled Product Length|Assembled Product Weight|Assembled Product Width|Light Bulb Type|Mount Type|Power Type|Recommended Location|Recommended Use|Stage Lighting Style|Product Secondary Image URL,Features|Occasion|Product Line|Sports League|Sports Team|General Standards and Certifications,Cord Length
Home,All Novelty Lighting & Light Accessories,Switch & Outlet Plates,Brand|Color Category|Count|Main Image URL|Product Long Description|Correct Product Name|Product Short Description|Correct Product Type|Assembled Product Height|Assembled Product Length|Assembled Product Width|Color|Cover Size|Material|Number of Gangs|Switch and Outlet Plate Type|Product Secondary Image URL,Features|Occasion|Product Line|Sports League|Sports Team|Character|Home Decor Style|Pattern|Theme,
