Category,PTG,Attributes,combi,Close_Value
Arts & Crafts,Weaving Accessories,Material,Arts & CraftsWeaving AccessoriesMaterial,ABS$Acacia$Acetate$Acrylic$Alder$Alloy$Aluminum$Bamboo$Beech$Birch$Black Oak$Boar Hair$Borosilicate Glass$Brass$Bronze$Burl$Canvas$Cardboard$Cast Aluminum$Cast Iron$Cedar$Ceramic$Cherry$Chrome$Clay$Coir$Composite$Concrete$Copper$Cork$Corrugated Cardboard$Cowhide$Crepe Paper$Crystal$Cypress$Ebony$Elastomer$Enamel$Engineered Stone$Eucalyptus$Extruded Polystyrene Foam$Fabric$Faux Leather$Faux Suede$Faux Wood$Fiberglass$Fir$Fluoroelastomer$Foam$Glass$Gold$Granite$Graphite$Gunmetal$Hair$Hardwood$Hemlock$Hickory$Iron$Janka$Jelly$Jute$Lacquer$Latex$Lava Rock$Leather$Limestone$Linoleum$Mahogany$Maple$Marble$Marupa$Medium Density Fiberboard$Melamine$Memory Foam$Metal$Nickel$Nitrile$Nylon$Oak$Pandanus$Paper$Patent Leather$Pergo$Pine$Plastic$Platinaire$Platinum$Polycarbonate$Polyester$Polyethylene$Polypropylene$Polyurethane$Poplar$Porcelain$Porcelain Enamel$Poster Paper$Pressure-Treated Lumber$PVC$Quartz$Rattan$Reclaimed Wood$Redwood$Resin$Resin Wicker$Rhodium$Rosewood$Rubber$Sandstone$Seagrass$Sheesham$Shellac$Silica Gel$Silicone$Silk$Silver$Slate$Soapstone$Spruce$Stainless Steel$Steel$Stone$Stoneware$Stump$Suede$Synthetic$Synthetic Wood$Teak$Terracotta$Terrazzo$Textile$Thai Oak$Thermoplastic Elastomer$Thermoplastic Polyurethane$Tile$Tin$Tissue Paper$Titanium$Tourmaline$Tungsten$Varnish$Vinyl$Walnut$White Oak$Wicker$Wood$Wood Composite$Wood Laminate$Wood Veneer$Wrought Iron
Arts & Crafts,Weaving Accessories,Measurement Type,Arts & CraftsWeaving AccessoriesMeasurement Type,Imperial$Metric
Arts & Crafts,Weaving Accessories,Occasion,Arts & CraftsWeaving AccessoriesOccasion,15th Birthday$16th Birthday$18th Birthday$1st Birthday$21st Birthday$30th Birthday$30th Wedding Anniversary$40th Birthday$50th Birthday$50th Wedding Anniversary$70th Birthday$90th Birthday$Adoption Shower$After Five$Afternoon$All Occasion$Anniversary$Anytime$April Fool's Day$Ash Wednesday$Australian Open$Baby Birth$Baby Shower$Bachelor Party$Bachelorette Party$Back-To-School$Ball$Baptism$Bastille Day$BCS Bowl$Birthday$Birthday Cake$Birthday Dinner$Bowl Games$Bridal Occasion$Bridal Party$Bridal Shower$Brunch$Business$Career$Casual$Chinese New Year$Christian Occasion$Christmas$Cinco de Mayo$Class$Club$Cocktail$College Graduation$College Reunion$Columbus Day$Company$Condolence$Congratulations$Cotton Bowl$Couples Shower$Daily Living$Dance Party$Date Night$Day of the Dead$Day To Night$Daytime$Debutante Ball$Dinner Party$Diwali$Dog Birthday$Dress Casual$Earth Day$Easter$Eid al-Fitr$Engagement$Euro Cup$Evening$Everyday$F1 Racing$Family$Farewell$Father's Day$Festival$First Communion$Formal Occasion$Fourth Of July$Funeral$Ganesh Chaturthi$Get Well$Going Out$Graduation$Groundhog Day$Halloween$Hanukkah$High Holidays$High School Dance$High School Graduation$High School Reunion$Hindu Holidays$Holi$Holiday$Homecoming$Honeymoon$Housewarming$International Women's Day$Islamic Holiday$Jewish Holidays$Joint Birthday$Junior Prom$Just Because$Just Married$Kwanzaa$Labor Day$Leisure$Lent$Luau$March Madness$Mardi Gras$Martin Luther King Day$Masters Tournament$Memorial Day$Mother's Day$Nascar$National Teacher Appreciation Day$Nativity$NBA Finals$New Years$Nightclub$Office$Oktoberfest$Olympic Games$Orange Bowl$Orthodox Christmas$Oscar Party$Palm Sunday$Party$Passover$PGA Championship$President's Day$Pride Day$Prom$Promise$Purim$Quinceneara$Racing$Ramadan$Rehearsal Dinner$Religious Occasion$Retirement$Reunion$Rose Bowl$Rosh Hashanah$Rugby World Cup$School Dance$School Occasion$Seasonal$Semi Formal$Senior Prom$Sleepover$Slumber Party$Special Occasion$Sporting Event$Spring Break$Spring Formal$Spring Training$St. Patrick's Day$Stanley Cup$Stock Car Racing$Street Racing$Sugar Bowl$Summer Olympics$Sympathy$Thank You$Thanksgiving$The British Open Championship$Training$Twin Baby Shower$U.S. Open Championship$Valentine's Day$Veteran's Day$Wedding$Wedding Reception$Wedding Rehearsal$Wedding Shower$Weekend$Wimbledon$Winter Olympics$Work$Work Party$World Cup$World Series$World Series Party$World Series Viewing Party$Yom Kippur
Arts & Crafts,Weaving Accessories,Product Type,Arts & CraftsWeaving AccessoriesProduct Type,Knitting & Crochet Needle Gauge Checks$Knitting & Crochet Stitch Counters$Knitting & Crochet Stitch Markers$Knitting Looms$Spindles$Stitch Holders$Weaving Ball Winders$Weaving Loom Clips$Weaving Looms$Weaving Shuttles$Weaving Spinning Wheels$Weaving Warping Tools
Arts & Crafts,Weaving Accessories,Retail Packaging,Arts & CraftsWeaving AccessoriesRetail Packaging,Count$Pack$Piece
Arts & Crafts,Weaving Accessories,Size,Arts & CraftsWeaving AccessoriesSize,Assorted$Jumbo$L$M$S$XL$XS
Arts & Crafts,Weaving Accessories,Spindle Type,Arts & CraftsWeaving AccessoriesSpindle Type,Akha Style$Blackfoot$Charkha$Dealgan$Drop$French$Quill$Shuksan$Spoke$Tahkli$Tiger$Turkish Drop
Arts & Crafts,Weaving Accessories,Sports League,Arts & CraftsWeaving AccessoriesSports League,AFL$ASA$AYSO$Babe Ruth$Blast Pro Series$Cal Ripken$Call of Duty World League$CFL$College$CONCACAF$Dixie Baseball$DreamHack$ELEAGUE$ESL$Esports$FACEIT$FEI$FIA$FIBA$FIFA$FINA$FISA$FIVB$High School$IAAF$IBSF$IBU$ICC$IGFA$IHL$IMCA$INDYCAR$Intel Extreme Masters$International Ocean Racing Federation$IOC$IPRA$IRB$ISF$ITF$ITU$Little League$LPGA$MiLB$MISL$MLB$MLS$Mountain Dew League$NASCAR$NBA$NCAA$NCATA$NFL$NHL$NIFL$NTRA$Overwatch League$PBA$PGA$Pony League$Premier League$Serie A$Tee-Ball$UCI$UFC$USA Archery$USAG$USARA$USBC$USTA$USYSA$WA$WBA$WBC$WBO$WCF$WNBA$WWE
Arts & Crafts,Weaving Accessories,Sports Team,Arts & CraftsWeaving AccessoriesSports Team,100 Thieves$Air Force Falcons$Akron Zips$Alabama A&M Bulldogs$Alabama Crimson Tide$Alabama State Hornets$Alabama State University Hornets$Alaska Anchorage Seawolves$Albuquerque Isotopes$Anaheim Ducks$Angelo State Rams$Appalachian State Mountaineers$Arizona Cardinals$Arizona Coyotes$Arizona Diamondbacks$Arizona State Sun Devils$Arizona Wildcats$Arkansas Razorbacks$Arkansas State Red Wolves$Arkansas-Pine Bluff Golden Lions$Army Black Knights$Arsenal$Aston Villa$Astralis$Atlanta Braves$Atlanta Dream$Atlanta Falcons$Atlanta Hawks$Atlanta Reign$Atlanta Thrashers$Atlanta United FC$Auburn Tigers$Austin Peay State Governors$Ball State Cardinals$Baltimore Orioles$Baltimore Ravens$Baylor Bears$Bemidji State Beavers$Boise State Broncos$Boston Bruins$Boston Celtics$Boston College Eagles$Boston Red Sox$Boston University Terriers$Boston Uprising$Bowling Green Falcons$Brigham Young Cougars$Brooklyn Nets$Buffalo Bills$Buffalo Bison$Buffalo Bisons$Buffalo Bulls$Buffalo Sabres$Butler Bulldogs$Calgary Flames$California Golden Bears$Carolina Hurricanes$Carolina Panthers$Central Connecticut Blue Devils$Central Michigan Chippewas$Central Missouri Mules$Charlotte 49ers$Charlotte Bobcats$Charlotte Hornets$Charlotte Knights$Chelsea$Chengdu Hunters$Chicago Bears$Chicago Blackhawks$Chicago Bulls$Chicago Cubs$Chicago Fire$Chicago Sky$Chicago State Cougars$Chicago White Sox$Chivas USA$Cincinnati Bearcats$Cincinnati Bengals$Cincinnati Reds$Citadel Bulldogs$Clemson Tigers$Cleveland Browns$Cleveland Cavaliers$Cleveland Indians$Cleveland State Vikings$CLG$Cloud9$Clutch Gaming$Coastal Carolina Chanticleers$Colgate Raiders$College of Charleston Cougars$Colorado Avalanche$Colorado Buffaloes$Colorado Rapids$Colorado Rockies$Colorado State Rams$Columbus Blue Jackets$Columbus Clippers$Columbus Crew SC$Connecticut Huskies$Connecticut Sun$Cornell Big Red$Creighton Bluejays$D.C. United$Dallas Cowboys$Dallas Fuel$Dallas Mavericks$Dallas Stars$Davidson Wildcats$Dayton Flyers$Delaware Fightin' Blue Hens$Denver Broncos$Denver Nuggets$DePaul Blue Demons$Detroit Lions$Detroit Pistons$Detroit Red Wings$Detroit Tigers$Drexel Dragons$Duke Blue Devils$Durham Bulls$East Carolina Pirates$Eastern Illinois Panthers$Eastern Kentucky Colonels$Eastern Michigan Eagles$Echo Fox$Edmonton Oilers$El Paso Chihuahuas$Emory Eagles$Emporia State Hornets$Epsilon$Everton$Evil Geniuses$Fairfield Stags$FaZe Clan$FC Barcelona$FC Cincinnati$FC Dallas$Ferris State Bulldogs$Flash Wolves$Florida A&M Rattlers$Florida Atlantic Owls$Florida Gators$Florida International Golden Panthers$Florida Mayhem$Florida Panthers$Florida State Seminoles$FlyQuest$Fnatic$Fordham University Rams$Fort Hays State Tigers$Framingham State Rams$Fresno Grizzlies$Fresno State Bulldogs$Fulham$G2 Esports$Gambit$George Mason Patriots$George Washington Colonials$Georgetown Hoyas$Georgia Bulldogs$Georgia Southern Eagles$Georgia State Panthers$Georgia Tech Yellow Jackets$Golden Guardians$Golden State Warriors$Gonzaga Bulldogs$Grambling State Tigers$Grand Valley State Lakers$Green Bay Packers$Guangzhou Charge$Gwinnett Stripers$Hangzhou Spark$Harvard Crimson$Hawaii Rainbow Warriors$Hofstra Pride$Houston Astros$Houston Cougars$Houston Dynamo$Houston Outlaws$Houston Rockets$Houston Texans$Idaho State Bengals$Idaho Vandals$Illinois Fighting Illini$Illinois State Redbirds$Indiana Fever$Indiana Hoosiers$Indiana Pacers$Indiana State Sycamores$Indianapolis Colts$Indianapolis Indians$Iowa Cubs$Iowa Hawkeyes$Iowa State Cyclones$Italy National Football Team$Jackson State Tigers$Jacksonville Jaguars$Jacksonville State Gamecocks$James Madison Dukes$Johns Hopkins Blue Jays$Juventus$Kansas City Chiefs$Kansas City Royals$Kansas Jayhawks$Kansas State Wildcats$Kennesaw State Owls$Kent State Golden Flashes$Kentucky Wildcats$LA Galaxy$La Salle Explorers$LAFC$Lamar Cardinals$Las Vegas 51s$LCS$Lehigh Mountain Hawks$Lehigh Valley IronPigs$Liberty Flames$Liverpool$London Spitfire$Long Beach State 49ers$Los Angeles Angels$Los Angeles Angels of Anaheim$Los Angeles Chargers$Los Angeles Clippers$Los Angeles Dodgers$Los Angeles Gladiators$Los Angeles Kings$Los Angeles Lakers$Los Angeles Rams$Los Angeles Sparks$Los Angeles Valiant$Louisiana Tech Bulldogs$Louisiana-Lafayette Ragin' Cajuns$Louisiana-Monroe Warhawks$Louisville Bats$Louisville Cardinals$LSU Tigers$Luminosity$Maine Black Bears$Manchester City$Manchester United$Marquette Golden Eagles$Marshall Thundering Herd$Maryland Terrapins$Massachusetts Minutemen$McNeese State Cowboys$Memphis Grizzlies$Memphis Redbirds$Memphis Tigers$Mexico National Football Team$Miami Dolphins$Miami Heat$Miami Hurricanes$Miami Marlins$Miami of Ohio Redhawks$MIBR$Michigan State Spartans$Michigan Wolverines$Middle Tennessee Blue Raiders$Milwaukee Brewers$Milwaukee Bucks$Minnesota Golden Gophers$Minnesota Lynx$Minnesota Timberwolves$Minnesota Twins$Minnesota United FC$Minnesota Vikings$Minnesota Wild$Minnesota-Duluth Bulldogs$Mississippi Rebels$Mississippi State Bulldogs$Missouri State Bears$Missouri Tigers$MIT Engineers$Montana Grizzlies$Montana State Bobcats$Montreal Canadiens$Montreal Expos$Montreal Impact$Morehead State Eagles$Mount Union Purple Raiders$Mousesports$Murray State Racers$Nashville Predators$Nashville Sounds$Natus Vincere$Navy Midshipmen$Nebraska Cornhuskers$Nevada Wolf Pack$New England Patriots$New England Revolution$New Hampshire Wildcats$New Jersey Devils$New Mexico Lobos$New Mexico State Aggies$New Orleans Baby Cakes$New Orleans Hornets$New Orleans Pelicans$New Orleans Privateers$New Orleans Saints$New York City FC$New York Excelsior$New York Giants$New York Islanders$New York Jets$New York Knicks$New York Liberty$New York Mets$New York Rangers$New York Red Bulls$New York Violets$New York Yankees$Newcastle United$Nicholls State Colonels$Ninjas in Pyjamas$Norfolk Tides$North$North Carolina A&T Aggies$North Carolina State Wolfpack$North Carolina Tar Heels$North Dakota State Bison$North Texas Mean Green$Northeastern Huskies$Northern Arizona Lumberjacks$Northern Illinois Huskies$Northern Iowa Panthers$Northern Michigan University Wildcats$Northern State Wolves$Northwest Missouri State Bearcats$Northwestern State Demons$Northwestern Wildcats$Norwich City$Notre Dame Fighting Irish$NRG$Oakland Athletics$Oakland Raiders$Ohio Bobcats$Ohio State Buckeyes$Oklahoma City Dodgers$Oklahoma City Thunder$Oklahoma Sooners$Oklahoma State Cowboys$Old Dominion Monarchs$Ole Miss Rebels$Omaha Storm Chasers$OpTic Gaming$Oregon Ducks$Oregon State Beavers$Orlando City SC$Orlando Magic$Ottawa Senators$Pacific Tigers$Paris Eternal$Pawtucket Red Sox$Penn Quakers$Penn State Nittany Lions$Pepperdine Waves$Philadelphia 76ers$Philadelphia Eagles$Philadelphia Flyers$Philadelphia Fusion$Philadelphia Phillies$Philadelphia Union$Phoenix Coyotes$Phoenix Mercury$Phoenix Suns$Pittsburg State Gorillas$Pittsburgh Panthers$Pittsburgh Penguins$Pittsburgh Pirates$Pittsburgh Steelers$Portland Pilots$Portland Timbers$Portland Trail Blazers$Princeton Tigers$Providence Friars$Purdue Boilermakers$Queens Park Rangers$Radford Highlanders$Reading$Real Madrid CF$Real Salt Lake$Renegades$Reno Aces$Rhode Island Rams$Rice Owls$Richmond Spiders$Rochester Red Wings$Rogue$Round Rock Express$Rutgers Scarlet Knights$Sacramento Kings$Sacramento River Cats$Saint Louis Billikens$Saint Mary's Gaels$Salt Lake Bees$Sam Houston State Bearkats$San Antonio Missions$San Antonio Silver Stars$San Antonio Spurs$San Diego Chargers$San Diego Padres$San Diego State Aztecs$San Diego Toreros$San Francisco 49ers$San Francisco Giants$San Francisco Shock$San Jose Earthquakes$San Jose Sharks$San Jose State Spartans$Santa Clara Broncos$Scranton/Wilkes-Barre RailRiders$Seattle Mariners$Seattle Seahawks$Seattle Sounders FC$Seattle Storm$Seoul Dynasty$Seton Hall Pirates$Shanghai Dragons$SK Gaming$SK Telecom T1$SMU Mustangs$South Alabama Jaguars$South Carolina Gamecocks$South Dakota Coyotes$South Florida Bulls$Southampton$Southeastern Louisiana Lions$Southern Illinois Salukis$Southern Jaguars$Southern Mississippi Golden Eagles$Spain National Football Team$Splyce$Sporting KC$St. Cloud State Huskies$St. Louis Blues$St. Louis Cardinals$St. Louis Rams$Stanford Cardinal$Stephen F. Austin Lumberjacks$Stoke City$Sunderland$Swansea City$Syracuse Chiefs$Syracuse Orange$Tacoma Rainiers$Tampa Bay Buccaneers$Tampa Bay Lightning$Tampa Bay Rays$Tarleton State Texans$TCU Horned Frogs$Team Dignitas$Team Envy$Team Liquid$Temple Owls$Tennessee State Tigers$Tennessee Tech Golden Eagles$Tennessee Titans$Tennessee Volunteers$Texas A&M Aggies$Texas A&M University-San Antonio Jaguars$Texas Longhorns$Texas Rangers$Texas State Bobcats$Texas Tech Red Raiders$Texas-San Antonio Roadrunners$Toledo Mud Hens$Toledo Rockets$Toronto Blue Jays$Toronto Defiant$Toronto FC$Toronto Maple Leafs$Toronto Raptors$Tottenham Hotspur$Troy Trojans$Truman Bulldogs$TSM$Tulane Green Wave$Tulsa Golden Hurricane$Tulsa Shock$UC Davis Aggies$UCLA Bruins$UNC Wilmington Seahawks$United States Men's National Soccer Team$University of Alabama Birmingham Blazers$University of Central Florida Knights$University of Wisconsin-Stevens Point Pointers$UNLV Rebels$USC Trojans$UT Martin Skyhawks$Utah Jazz$Utah State Aggies$Utah Utes$UTEP Miners$UW Oshkosh Titans$Valparaiso Crusaders$Vancouver Canucks$Vancouver Titans$Vancouver Whitecaps FC$Vanderbilt Commodores$VCU Rams$Vegas Golden Knights$Vermont Catamounts$Villanova Wildcats$Virginia Cavaliers$Virginia Military Institute Keydets$Virginia Tech Hokies$Virtus.Pro$Wake Forest Demon Deacons$Washington Capitals$Washington Huskies$Washington Justice$Washington Mystics$Washington Nationals$Washington Redskins$Washington State Cougars$Washington Wizards$Weber State Wildcats$West Bromwich Albion$West Ham United$West Virginia Mountaineers$Western Carolina Catamounts$Western Illinois Leathernecks$Western Kentucky Hilltoppers$Western Michigan Broncos$Wichita State Shockers$Wigan Athletic$Winnipeg Jets$Winona State Warriors$Winthrop Eagles$Wisconsin Badgers$Wisconsin-Whitewater Warhawks$Wyoming Cowboys$Xavier Musketeers$Yale Bulldogs$Youngstown State Penguins
Arts & Crafts,Weaving Accessories,Weaving Ball Winder Type,Arts & CraftsWeaving AccessoriesWeaving Ball Winder Type,Electronic Ball$Fixed Peg Table$Nostepinne$Skein$Umbrella Swift$Yarn Ball$Yarn Cone
Arts & Crafts,Weaving Accessories,Weaving Loom Type,Arts & CraftsWeaving AccessoriesWeaving Loom Type,Backstrap$Floor$Inkle$Rigid Heddle$Table$Tapestry
Arts & Crafts,Weaving Accessories,Weaving Shuttle Type,Arts & CraftsWeaving AccessoriesWeaving Shuttle Type,Belt$Boat$End Feed$End of Warp$Flying Dutchman$Gehpa$Netting$Poke$Rag$Shuttlette$Ski$Stick$Tatting
Arts & Crafts,Weaving Accessories,Weaving Spinning Wheel Type,Arts & CraftsWeaving AccessoriesWeaving Spinning Wheel Type,Castle$Charkha$Country$Electric$Fantasia$Saxony$Travel
Arts & Crafts,Weaving Accessories,Weaving Warping Tool Type,Arts & CraftsWeaving AccessoriesWeaving Warping Tool Type,Cape$Cone Holder$Cone Stand$Lease Stick$Radder$Radder Pin$Tension Box$Warp Beams$Warp Rail$Warping Board$Warping Mill$Warping Paddle$Warping Pegs$Yardage Counter$Yarn Meter
Baby,Baby,Age Group,BabyBabyAge Group,Adult$Child$Infant$Senior$Teen$Toddler$Tween
Baby,Baby,Baby Bathtub Type,BabyBabyBaby Bathtub Type,Foldable Bathtub$Inflatable Bathtub$Luxury Bathtub
Baby,Baby,Baby Bib Type,BabyBabyBaby Bib Type,Disposable$Drool$Feeding$Smock
Baby,Baby,Baby Bouncer and Rocker Chair Type,BabyBabyBaby Bouncer and Rocker Chair Type,Baby Bouncers$Baby Rocker Chairs
Baby,Baby,Baby Crib Type,BabyBabyBaby Crib Type,Convertible Cribs$Cradles$Crib & Changer Combos$Mini Cribs$Nursery Sets$Portable Cribs$Standard Cribs
Baby,Baby,Baby Monitor Type,BabyBabyBaby Monitor Type,Audio Baby Monitors$Baby Movement Monitors$Baby Sleep Sound Machines & Soothers$Prenatal Baby Monitors$Video Baby Monitors$Wi-Fi Baby Monitor
Baby,Baby,Baby Safety Gate Type,BabyBabyBaby Safety Gate Type,Doorway$Open Space$Playard$Top of Stairs
Baby,Baby,Bassinet Type,BabyBabyBassinet Type,Co-Sleeper Bassinets$Standard Bassinets
